GenBank	RefSeq	UCSC	Ensembl	Gencode
AAEX03022862.1	NW_003726985.1	chrUn_AAEX03022862	AAEX03022862.1	AAEX03022862.1
AAEX03022863.1	NW_003726986.1	chrUn_AAEX03022863	AAEX03022863.1	AAEX03022863.1
AAEX03022866.1	NW_003726988.1	chrUn_AAEX03022866	AAEX03022866.1	AAEX03022866.1
AAEX03022877.1	NW_003726992.1	chrUn_AAEX03022877	AAEX03022877.1	AAEX03022877.1
AAEX03022878.1	NW_003726993.1	chrUn_AAEX03022878	AAEX03022878.1	AAEX03022878.1
AAEX03022890.1	NW_003726996.1	chrUn_AAEX03022890	AAEX03022890.1	AAEX03022890.1
AAEX03022898.1	NW_003726999.1	chrUn_AAEX03022898	AAEX03022898.1	AAEX03022898.1
AAEX03022907.1	NW_003727002.1	chrUn_AAEX03022907	AAEX03022907.1	AAEX03022907.1
AAEX03022908.1	NW_003727003.1	chrUn_AAEX03022908	AAEX03022908.1	AAEX03022908.1
AAEX03022909.1	NW_003727004.1	chrUn_AAEX03022909	AAEX03022909.1	AAEX03022909.1
AAEX03022915.1	NW_003727006.1	chrUn_AAEX03022915	AAEX03022915.1	AAEX03022915.1
AAEX03022941.1	NW_003727011.1	chrUn_AAEX03022941	AAEX03022941.1	AAEX03022941.1
AAEX03022944.1	NW_003727013.1	chrUn_AAEX03022944	AAEX03022944.1	AAEX03022944.1
AAEX03022945.1	NW_003727014.1	chrUn_AAEX03022945	AAEX03022945.1	AAEX03022945.1
AAEX03022980.1	NW_003727021.1	chrUn_AAEX03022980	AAEX03022980.1	AAEX03022980.1
AAEX03022981.1	NW_003727022.1	chrUn_AAEX03022981	AAEX03022981.1	AAEX03022981.1
AAEX03022987.1	NW_003727024.1	chrUn_AAEX03022987	AAEX03022987.1	AAEX03022987.1
AAEX03022992.1	NW_003727027.1	chrUn_AAEX03022992	AAEX03022992.1	AAEX03022992.1
AAEX03022993.1	NW_003727028.1	chrUn_AAEX03022993	AAEX03022993.1	AAEX03022993.1
AAEX03022994.1	NW_003727029.1	chrUn_AAEX03022994	AAEX03022994.1	AAEX03022994.1
AAEX03023002.1	NW_003727031.1	chrUn_AAEX03023002	AAEX03023002.1	AAEX03023002.1
AAEX03023007.1	NW_003727034.1	chrUn_AAEX03023007	AAEX03023007.1	AAEX03023007.1
AAEX03023018.1	NW_003727038.1	chrUn_AAEX03023018	AAEX03023018.1	AAEX03023018.1
AAEX03023019.1	NW_003727039.1	chrUn_AAEX03023019	AAEX03023019.1	AAEX03023019.1
AAEX03023030.1	NW_003727042.1	chrUn_AAEX03023030	AAEX03023030.1	AAEX03023030.1
AAEX03023045.1	NW_003727045.1	chrUn_AAEX03023045	AAEX03023045.1	AAEX03023045.1
AAEX03023050.1	NW_003727047.1	chrUn_AAEX03023050	AAEX03023050.1	AAEX03023050.1
AAEX03023059.1	NW_003727050.1	chrUn_AAEX03023059	AAEX03023059.1	AAEX03023059.1
AAEX03023060.1	NW_003727051.1	chrUn_AAEX03023060	AAEX03023060.1	AAEX03023060.1
AAEX03023077.1	NW_003727057.1	chrUn_AAEX03023077	AAEX03023077.1	AAEX03023077.1
AAEX03023078.1	NW_003727058.1	chrUn_AAEX03023078	AAEX03023078.1	AAEX03023078.1
AAEX03023081.1	NW_003727060.1	chrUn_AAEX03023081	AAEX03023081.1	AAEX03023081.1
AAEX03023082.1	NW_003727061.1	chrUn_AAEX03023082	AAEX03023082.1	AAEX03023082.1
AAEX03023083.1	NW_003727062.1	chrUn_AAEX03023083	AAEX03023083.1	AAEX03023083.1
AAEX03023097.1	NW_003727066.1	chrUn_AAEX03023097	AAEX03023097.1	AAEX03023097.1
AAEX03023107.1	NW_003727069.1	chrUn_AAEX03023107	AAEX03023107.1	AAEX03023107.1
AAEX03023108.1	NW_003727070.1	chrUn_AAEX03023108	AAEX03023108.1	AAEX03023108.1
AAEX03023109.1	NW_003727071.1	chrUn_AAEX03023109	AAEX03023109.1	AAEX03023109.1
AAEX03023110.1	NW_003727072.1	chrUn_AAEX03023110	AAEX03023110.1	AAEX03023110.1
AAEX03023113.1	NW_003727074.1	chrUn_AAEX03023113	AAEX03023113.1	AAEX03023113.1
AAEX03023114.1	NW_003727075.1	chrUn_AAEX03023114	AAEX03023114.1	AAEX03023114.1
AAEX03023115.1	NW_003727076.1	chrUn_AAEX03023115	AAEX03023115.1	AAEX03023115.1
AAEX03023128.1	NW_003727079.1	chrUn_AAEX03023128	AAEX03023128.1	AAEX03023128.1
AAEX03023136.1	NW_003727081.1	chrUn_AAEX03023136	AAEX03023136.1	AAEX03023136.1
AAEX03023156.1	NW_003727087.1	chrUn_AAEX03023156	AAEX03023156.1	AAEX03023156.1
AAEX03023161.1	NW_003727089.1	chrUn_AAEX03023161	AAEX03023161.1	AAEX03023161.1
AAEX03023169.1	NW_003727091.1	chrUn_AAEX03023169	AAEX03023169.1	AAEX03023169.1
AAEX03023172.1	NW_003727093.1	chrUn_AAEX03023172	AAEX03023172.1	AAEX03023172.1
AAEX03023173.1	NW_003727094.1	chrUn_AAEX03023173	AAEX03023173.1	AAEX03023173.1
AAEX03023177.1	NW_003727096.1	chrUn_AAEX03023177	AAEX03023177.1	AAEX03023177.1
AAEX03023183.1	NW_003727098.1	chrUn_AAEX03023183	AAEX03023183.1	AAEX03023183.1
AAEX03023200.1	NW_003727103.1	chrUn_AAEX03023200	AAEX03023200.1	AAEX03023200.1
AAEX03023201.1	NW_003727104.1	chrUn_AAEX03023201	AAEX03023201.1	AAEX03023201.1
AAEX03023211.1	NW_003727107.1	chrUn_AAEX03023211	AAEX03023211.1	AAEX03023211.1
AAEX03023212.1	NW_003727108.1	chrUn_AAEX03023212	AAEX03023212.1	AAEX03023212.1
AAEX03023213.1	NW_003727109.1	chrUn_AAEX03023213	AAEX03023213.1	AAEX03023213.1
AAEX03023229.1	NW_003727114.1	chrUn_AAEX03023229	AAEX03023229.1	AAEX03023229.1
AAEX03023233.1	NW_003727116.1	chrUn_AAEX03023233	AAEX03023233.1	AAEX03023233.1
AAEX03023234.1	NW_003727117.1	chrUn_AAEX03023234	AAEX03023234.1	AAEX03023234.1
AAEX03023240.1	NW_003727119.1	chrUn_AAEX03023240	AAEX03023240.1	AAEX03023240.1
AAEX03023249.1	NW_003727122.1	chrUn_AAEX03023249	AAEX03023249.1	AAEX03023249.1
AAEX03023250.1	NW_003727123.1	chrUn_AAEX03023250	AAEX03023250.1	AAEX03023250.1
AAEX03023257.1	NW_003727127.1	chrUn_AAEX03023257	AAEX03023257.1	AAEX03023257.1
AAEX03023258.1	NW_003727128.1	chrUn_AAEX03023258	AAEX03023258.1	AAEX03023258.1
AAEX03023275.1	NW_003727133.1	chrUn_AAEX03023275	AAEX03023275.1	AAEX03023275.1
AAEX03023276.1	NW_003727134.1	chrUn_AAEX03023276	AAEX03023276.1	AAEX03023276.1
AAEX03023286.1	NW_003727138.1	chrUn_AAEX03023286	AAEX03023286.1	AAEX03023286.1
AAEX03023291.1	NW_003727140.1	chrUn_AAEX03023291	AAEX03023291.1	AAEX03023291.1
AAEX03023315.1	NW_003727148.1	chrUn_AAEX03023315	AAEX03023315.1	AAEX03023315.1
AAEX03023322.1	NW_003727151.1	chrUn_AAEX03023322	AAEX03023322.1	AAEX03023322.1
AAEX03023323.1	NW_003727152.1	chrUn_AAEX03023323	AAEX03023323.1	AAEX03023323.1
AAEX03023324.1	NW_003727153.1	chrUn_AAEX03023324	AAEX03023324.1	AAEX03023324.1
AAEX03023325.1	NW_003727154.1	chrUn_AAEX03023325	AAEX03023325.1	AAEX03023325.1
AAEX03023347.1	NW_003727161.1	chrUn_AAEX03023347	AAEX03023347.1	AAEX03023347.1
AAEX03023355.1	NW_003727163.1	chrUn_AAEX03023355	AAEX03023355.1	AAEX03023355.1
AAEX03023356.1	NW_003727164.1	chrUn_AAEX03023356	AAEX03023356.1	AAEX03023356.1
AAEX03023357.1	NW_003727165.1	chrUn_AAEX03023357	AAEX03023357.1	AAEX03023357.1
AAEX03023358.1	NW_003727166.1	chrUn_AAEX03023358	AAEX03023358.1	AAEX03023358.1
AAEX03023365.1	NW_003727168.1	chrUn_AAEX03023365	AAEX03023365.1	AAEX03023365.1
AAEX03023366.1	NW_003727169.1	chrUn_AAEX03023366	AAEX03023366.1	AAEX03023366.1
AAEX03023367.1	NW_003727170.1	chrUn_AAEX03023367	AAEX03023367.1	AAEX03023367.1
AAEX03023372.1	NW_003727173.1	chrUn_AAEX03023372	AAEX03023372.1	AAEX03023372.1
AAEX03023373.1	NW_003727174.1	chrUn_AAEX03023373	AAEX03023373.1	AAEX03023373.1
AAEX03023374.1	NW_003727175.1	chrUn_AAEX03023374	AAEX03023374.1	AAEX03023374.1
AAEX03023381.1	NW_003727177.1	chrUn_AAEX03023381	AAEX03023381.1	AAEX03023381.1
AAEX03023382.1	NW_003727178.1	chrUn_AAEX03023382	AAEX03023382.1	AAEX03023382.1
AAEX03023386.1	NW_003727180.1	chrUn_AAEX03023386	AAEX03023386.1	AAEX03023386.1
AAEX03023391.1	NW_003727183.1	chrUn_AAEX03023391	AAEX03023391.1	AAEX03023391.1
AAEX03023392.1	NW_003727184.1	chrUn_AAEX03023392	AAEX03023392.1	AAEX03023392.1
AAEX03023395.1	NW_003727186.1	chrUn_AAEX03023395	AAEX03023395.1	AAEX03023395.1
AAEX03023396.1	NW_003727187.1	chrUn_AAEX03023396	AAEX03023396.1	AAEX03023396.1
AAEX03023402.1	NW_003727190.1	chrUn_AAEX03023402	AAEX03023402.1	AAEX03023402.1
AAEX03023424.1	NW_003727196.1	chrUn_AAEX03023424	AAEX03023424.1	AAEX03023424.1
AAEX03023425.1	NW_003727197.1	chrUn_AAEX03023425	AAEX03023425.1	AAEX03023425.1
AAEX03023426.1	NW_003727198.1	chrUn_AAEX03023426	AAEX03023426.1	AAEX03023426.1
AAEX03023431.1	NW_003727200.1	chrUn_AAEX03023431	AAEX03023431.1	AAEX03023431.1
AAEX03023434.1	NW_003727202.1	chrUn_AAEX03023434	AAEX03023434.1	AAEX03023434.1
AAEX03023435.1	NW_003727203.1	chrUn_AAEX03023435	AAEX03023435.1	AAEX03023435.1
AAEX03023436.1	NW_003727204.1	chrUn_AAEX03023436	AAEX03023436.1	AAEX03023436.1
AAEX03023437.1	NW_003727205.1	chrUn_AAEX03023437	AAEX03023437.1	AAEX03023437.1
AAEX03023448.1	NW_003727208.1	chrUn_AAEX03023448	AAEX03023448.1	AAEX03023448.1
AAEX03023449.1	NW_003727209.1	chrUn_AAEX03023449	AAEX03023449.1	AAEX03023449.1
AAEX03023450.1	NW_003727210.1	chrUn_AAEX03023450	AAEX03023450.1	AAEX03023450.1
AAEX03023451.1	NW_003727211.1	chrUn_AAEX03023451	AAEX03023451.1	AAEX03023451.1
AAEX03023452.1	NW_003727212.1	chrUn_AAEX03023452	AAEX03023452.1	AAEX03023452.1
AAEX03023453.1	NW_003727213.1	chrUn_AAEX03023453	AAEX03023453.1	AAEX03023453.1
AAEX03023460.1	NW_003727215.1	chrUn_AAEX03023460	AAEX03023460.1	AAEX03023460.1
AAEX03023468.1	NW_003727218.1	chrUn_AAEX03023468	AAEX03023468.1	AAEX03023468.1
AAEX03023475.1	NW_003727220.1	chrUn_AAEX03023475	AAEX03023475.1	AAEX03023475.1
AAEX03023476.1	NW_003727221.1	chrUn_AAEX03023476	AAEX03023476.1	AAEX03023476.1
AAEX03023484.1	NW_003727224.1	chrUn_AAEX03023484	AAEX03023484.1	AAEX03023484.1
AAEX03023485.1	NW_003727225.1	chrUn_AAEX03023485	AAEX03023485.1	AAEX03023485.1
AAEX03023488.1	NW_003727227.1	chrUn_AAEX03023488	AAEX03023488.1	AAEX03023488.1
AAEX03023492.1	NW_003727229.1	chrUn_AAEX03023492	AAEX03023492.1	AAEX03023492.1
AAEX03023493.1	NW_003727230.1	chrUn_AAEX03023493	AAEX03023493.1	AAEX03023493.1
AAEX03023494.1	NW_003727231.1	chrUn_AAEX03023494	AAEX03023494.1	AAEX03023494.1
AAEX03023504.1	NW_003727234.1	chrUn_AAEX03023504	AAEX03023504.1	AAEX03023504.1
AAEX03023505.1	NW_003727235.1	chrUn_AAEX03023505	AAEX03023505.1	AAEX03023505.1
AAEX03023506.1	NW_003727236.1	chrUn_AAEX03023506	AAEX03023506.1	AAEX03023506.1
AAEX03023507.1	NW_003727237.1	chrUn_AAEX03023507	AAEX03023507.1	AAEX03023507.1
AAEX03023508.1	NW_003727238.1	chrUn_AAEX03023508	AAEX03023508.1	AAEX03023508.1
AAEX03023509.1	NW_003727239.1	chrUn_AAEX03023509	AAEX03023509.1	AAEX03023509.1
AAEX03023514.1	NW_003727241.1	chrUn_AAEX03023514	AAEX03023514.1	AAEX03023514.1
AAEX03023518.1	NW_003727243.1	chrUn_AAEX03023518	AAEX03023518.1	AAEX03023518.1
AAEX03023519.1	NW_003727244.1	chrUn_AAEX03023519	AAEX03023519.1	AAEX03023519.1
AAEX03023520.1	NW_003727245.1	chrUn_AAEX03023520	AAEX03023520.1	AAEX03023520.1
AAEX03023521.1	NW_003727246.1	chrUn_AAEX03023521	AAEX03023521.1	AAEX03023521.1
AAEX03023522.1	NW_003727247.1	chrUn_AAEX03023522	AAEX03023522.1	AAEX03023522.1
AAEX03023523.1	NW_003727248.1	chrUn_AAEX03023523	AAEX03023523.1	AAEX03023523.1
AAEX03023524.1	NW_003727249.1	chrUn_AAEX03023524	AAEX03023524.1	AAEX03023524.1
AAEX03023529.1	NW_003727251.1	chrUn_AAEX03023529	AAEX03023529.1	AAEX03023529.1
AAEX03023534.1	NW_003727253.1	chrUn_AAEX03023534	AAEX03023534.1	AAEX03023534.1
AAEX03023535.1	NW_003727254.1	chrUn_AAEX03023535	AAEX03023535.1	AAEX03023535.1
AAEX03023536.1	NW_003727255.1	chrUn_AAEX03023536	AAEX03023536.1	AAEX03023536.1
AAEX03023537.1	NW_003727256.1	chrUn_AAEX03023537	AAEX03023537.1	AAEX03023537.1
AAEX03023538.1	NW_003727257.1	chrUn_AAEX03023538	AAEX03023538.1	AAEX03023538.1
AAEX03023542.1	NW_003727259.1	chrUn_AAEX03023542	AAEX03023542.1	AAEX03023542.1
AAEX03023556.1	NW_003727264.1	chrUn_AAEX03023556	AAEX03023556.1	AAEX03023556.1
AAEX03023557.1	NW_003727265.1	chrUn_AAEX03023557	AAEX03023557.1	AAEX03023557.1
AAEX03023558.1	NW_003727266.1	chrUn_AAEX03023558	AAEX03023558.1	AAEX03023558.1
AAEX03023559.1	NW_003727267.1	chrUn_AAEX03023559	AAEX03023559.1	AAEX03023559.1
AAEX03023560.1	NW_003727268.1	chrUn_AAEX03023560	AAEX03023560.1	AAEX03023560.1
AAEX03023563.1	NW_003727270.1	chrUn_AAEX03023563	AAEX03023563.1	AAEX03023563.1
AAEX03023566.1	NW_003727272.1	chrUn_AAEX03023566	AAEX03023566.1	AAEX03023566.1
AAEX03023572.1	NW_003727274.1	chrUn_AAEX03023572	AAEX03023572.1	AAEX03023572.1
AAEX03023573.1	NW_003727275.1	chrUn_AAEX03023573	AAEX03023573.1	AAEX03023573.1
AAEX03023576.1	NW_003727277.1	chrUn_AAEX03023576	AAEX03023576.1	AAEX03023576.1
AAEX03023581.1	NW_003727279.1	chrUn_AAEX03023581	AAEX03023581.1	AAEX03023581.1
AAEX03023582.1	NW_003727280.1	chrUn_AAEX03023582	AAEX03023582.1	AAEX03023582.1
AAEX03023586.1	NW_003727282.1	chrUn_AAEX03023586	AAEX03023586.1	AAEX03023586.1
AAEX03023587.1	NW_003727283.1	chrUn_AAEX03023587	AAEX03023587.1	AAEX03023587.1
AAEX03023593.1	NW_003727285.1	chrUn_AAEX03023593	AAEX03023593.1	AAEX03023593.1
AAEX03023594.1	NW_003727286.1	chrUn_AAEX03023594	AAEX03023594.1	AAEX03023594.1
AAEX03023614.1	NW_003727292.1	chrUn_AAEX03023614	AAEX03023614.1	AAEX03023614.1
AAEX03023615.1	NW_003727293.1	chrUn_AAEX03023615	AAEX03023615.1	AAEX03023615.1
AAEX03023616.1	NW_003727294.1	chrUn_AAEX03023616	AAEX03023616.1	AAEX03023616.1
AAEX03023617.1	NW_003727295.1	chrUn_AAEX03023617	AAEX03023617.1	AAEX03023617.1
AAEX03023618.1	NW_003727296.1	chrUn_AAEX03023618	AAEX03023618.1	AAEX03023618.1
AAEX03023624.1	NW_003727299.1	chrUn_AAEX03023624	AAEX03023624.1	AAEX03023624.1
AAEX03023627.1	NW_003727301.1	chrUn_AAEX03023627	AAEX03023627.1	AAEX03023627.1
AAEX03023628.1	NW_003727302.1	chrUn_AAEX03023628	AAEX03023628.1	AAEX03023628.1
AAEX03023629.1	NW_003727303.1	chrUn_AAEX03023629	AAEX03023629.1	AAEX03023629.1
AAEX03023639.1	NW_003727307.1	chrUn_AAEX03023639	AAEX03023639.1	AAEX03023639.1
AAEX03023640.1	NW_003727308.1	chrUn_AAEX03023640	AAEX03023640.1	AAEX03023640.1
AAEX03023641.1	NW_003727309.1	chrUn_AAEX03023641	AAEX03023641.1	AAEX03023641.1
AAEX03023642.1	NW_003727310.1	chrUn_AAEX03023642	AAEX03023642.1	AAEX03023642.1
AAEX03023643.1	NW_003727311.1	chrUn_AAEX03023643	AAEX03023643.1	AAEX03023643.1
AAEX03023644.1	NW_003727312.1	chrUn_AAEX03023644	AAEX03023644.1	AAEX03023644.1
AAEX03023645.1	NW_003727313.1	chrUn_AAEX03023645	AAEX03023645.1	AAEX03023645.1
AAEX03023646.1	NW_003727314.1	chrUn_AAEX03023646	AAEX03023646.1	AAEX03023646.1
AAEX03023647.1	NW_003727315.1	chrUn_AAEX03023647	AAEX03023647.1	AAEX03023647.1
AAEX03023648.1	NW_003727316.1	chrUn_AAEX03023648	AAEX03023648.1	AAEX03023648.1
AAEX03023651.1	NW_003727318.1	chrUn_AAEX03023651	AAEX03023651.1	AAEX03023651.1
AAEX03023652.1	NW_003727319.1	chrUn_AAEX03023652	AAEX03023652.1	AAEX03023652.1
AAEX03023663.1	NW_003727322.1	chrUn_AAEX03023663	AAEX03023663.1	AAEX03023663.1
AAEX03023664.1	NW_003727323.1	chrUn_AAEX03023664	AAEX03023664.1	AAEX03023664.1
AAEX03023665.1	NW_003727324.1	chrUn_AAEX03023665	AAEX03023665.1	AAEX03023665.1
AAEX03023671.1	NW_003727326.1	chrUn_AAEX03023671	AAEX03023671.1	AAEX03023671.1
AAEX03023677.1	NW_003727328.1	chrUn_AAEX03023677	AAEX03023677.1	AAEX03023677.1
AAEX03023681.1	NW_003727330.1	chrUn_AAEX03023681	AAEX03023681.1	AAEX03023681.1
AAEX03023686.1	NW_003727332.1	chrUn_AAEX03023686	AAEX03023686.1	AAEX03023686.1
AAEX03023691.1	NW_003727334.1	chrUn_AAEX03023691	AAEX03023691.1	AAEX03023691.1
AAEX03023692.1	NW_003727335.1	chrUn_AAEX03023692	AAEX03023692.1	AAEX03023692.1
AAEX03023693.1	NW_003727336.1	chrUn_AAEX03023693	AAEX03023693.1	AAEX03023693.1
AAEX03023694.1	NW_003727337.1	chrUn_AAEX03023694	AAEX03023694.1	AAEX03023694.1
AAEX03023695.1	NW_003727338.1	chrUn_AAEX03023695	AAEX03023695.1	AAEX03023695.1
AAEX03023696.1	NW_003727339.1	chrUn_AAEX03023696	AAEX03023696.1	AAEX03023696.1
AAEX03023701.1	NW_003727341.1	chrUn_AAEX03023701	AAEX03023701.1	AAEX03023701.1
AAEX03023702.1	NW_003727342.1	chrUn_AAEX03023702	AAEX03023702.1	AAEX03023702.1
AAEX03023708.1	NW_003727344.1	chrUn_AAEX03023708	AAEX03023708.1	AAEX03023708.1
AAEX03023724.1	NW_003727350.1	chrUn_AAEX03023724	AAEX03023724.1	AAEX03023724.1
AAEX03023725.1	NW_003727351.1	chrUn_AAEX03023725	AAEX03023725.1	AAEX03023725.1
AAEX03023726.1	NW_003727352.1	chrUn_AAEX03023726	AAEX03023726.1	AAEX03023726.1
AAEX03023732.1	NW_003727354.1	chrUn_AAEX03023732	AAEX03023732.1	AAEX03023732.1
AAEX03023735.1	NW_003727356.1	chrUn_AAEX03023735	AAEX03023735.1	AAEX03023735.1
AAEX03023736.1	NW_003727357.1	chrUn_AAEX03023736	AAEX03023736.1	AAEX03023736.1
AAEX03023737.1	NW_003727358.1	chrUn_AAEX03023737	AAEX03023737.1	AAEX03023737.1
AAEX03023738.1	NW_003727359.1	chrUn_AAEX03023738	AAEX03023738.1	AAEX03023738.1
AAEX03023741.1	NW_003727361.1	chrUn_AAEX03023741	AAEX03023741.1	AAEX03023741.1
AAEX03023742.1	NW_003727362.1	chrUn_AAEX03023742	AAEX03023742.1	AAEX03023742.1
AAEX03023743.1	NW_003727363.1	chrUn_AAEX03023743	AAEX03023743.1	AAEX03023743.1
AAEX03023744.1	NW_003727364.1	chrUn_AAEX03023744	AAEX03023744.1	AAEX03023744.1
AAEX03023745.1	NW_003727365.1	chrUn_AAEX03023745	AAEX03023745.1	AAEX03023745.1
AAEX03023754.1	NW_003727368.1	chrUn_AAEX03023754	AAEX03023754.1	AAEX03023754.1
AAEX03023755.1	NW_003727369.1	chrUn_AAEX03023755	AAEX03023755.1	AAEX03023755.1
AAEX03023756.1	NW_003727370.1	chrUn_AAEX03023756	AAEX03023756.1	AAEX03023756.1
AAEX03023757.1	NW_003727371.1	chrUn_AAEX03023757	AAEX03023757.1	AAEX03023757.1
AAEX03023758.1	NW_003727372.1	chrUn_AAEX03023758	AAEX03023758.1	AAEX03023758.1
AAEX03023759.1	NW_003727373.1	chrUn_AAEX03023759	AAEX03023759.1	AAEX03023759.1
AAEX03023760.1	NW_003727374.1	chrUn_AAEX03023760	AAEX03023760.1	AAEX03023760.1
AAEX03023761.1	NW_003727375.1	chrUn_AAEX03023761	AAEX03023761.1	AAEX03023761.1
AAEX03023762.1	NW_003727376.1	chrUn_AAEX03023762	AAEX03023762.1	AAEX03023762.1
AAEX03023763.1	NW_003727377.1	chrUn_AAEX03023763	AAEX03023763.1	AAEX03023763.1
AAEX03023764.1	NW_003727378.1	chrUn_AAEX03023764	AAEX03023764.1	AAEX03023764.1
AAEX03023765.1	NW_003727379.1	chrUn_AAEX03023765	AAEX03023765.1	AAEX03023765.1
AAEX03023766.1	NW_003727380.1	chrUn_AAEX03023766	AAEX03023766.1	AAEX03023766.1
AAEX03023767.1	NW_003727381.1	chrUn_AAEX03023767	AAEX03023767.1	AAEX03023767.1
AAEX03023768.1	NW_003727382.1	chrUn_AAEX03023768	AAEX03023768.1	AAEX03023768.1
AAEX03023769.1	NW_003727383.1	chrUn_AAEX03023769	AAEX03023769.1	AAEX03023769.1
AAEX03023770.1	NW_003727384.1	chrUn_AAEX03023770	AAEX03023770.1	AAEX03023770.1
AAEX03023771.1	NW_003727385.1	chrUn_AAEX03023771	AAEX03023771.1	AAEX03023771.1
AAEX03023772.1	NW_003727386.1	chrUn_AAEX03023772	AAEX03023772.1	AAEX03023772.1
AAEX03023773.1	NW_003727387.1	chrUn_AAEX03023773	AAEX03023773.1	AAEX03023773.1
AAEX03023776.1	NW_003727389.1	chrUn_AAEX03023776	AAEX03023776.1	AAEX03023776.1
AAEX03023777.1	NW_003727390.1	chrUn_AAEX03023777	AAEX03023777.1	AAEX03023777.1
AAEX03023778.1	NW_003727391.1	chrUn_AAEX03023778	AAEX03023778.1	AAEX03023778.1
AAEX03023779.1	NW_003727392.1	chrUn_AAEX03023779	AAEX03023779.1	AAEX03023779.1
AAEX03023782.1	NW_003727394.1	chrUn_AAEX03023782	AAEX03023782.1	AAEX03023782.1
AAEX03023783.1	NW_003727395.1	chrUn_AAEX03023783	AAEX03023783.1	AAEX03023783.1
AAEX03023784.1	NW_003727396.1	chrUn_AAEX03023784	AAEX03023784.1	AAEX03023784.1
AAEX03023785.1	NW_003727397.1	chrUn_AAEX03023785	AAEX03023785.1	AAEX03023785.1
AAEX03023786.1	NW_003727398.1	chrUn_AAEX03023786	AAEX03023786.1	AAEX03023786.1
AAEX03023787.1	NW_003727399.1	chrUn_AAEX03023787	AAEX03023787.1	AAEX03023787.1
AAEX03023788.1	NW_003727400.1	chrUn_AAEX03023788	AAEX03023788.1	AAEX03023788.1
AAEX03023794.1	NW_003727402.1	chrUn_AAEX03023794	AAEX03023794.1	AAEX03023794.1
AAEX03023808.1	NW_003727407.1	chrUn_AAEX03023808	AAEX03023808.1	AAEX03023808.1
AAEX03023809.1	NW_003727408.1	chrUn_AAEX03023809	AAEX03023809.1	AAEX03023809.1
AAEX03023810.1	NW_003727409.1	chrUn_AAEX03023810	AAEX03023810.1	AAEX03023810.1
AAEX03023811.1	NW_003727410.1	chrUn_AAEX03023811	AAEX03023811.1	AAEX03023811.1
AAEX03023812.1	NW_003727411.1	chrUn_AAEX03023812	AAEX03023812.1	AAEX03023812.1
AAEX03023813.1	NW_003727412.1	chrUn_AAEX03023813	AAEX03023813.1	AAEX03023813.1
AAEX03023822.1	NW_003727415.1	chrUn_AAEX03023822	AAEX03023822.1	AAEX03023822.1
AAEX03023823.1	NW_003727416.1	chrUn_AAEX03023823	AAEX03023823.1	AAEX03023823.1
AAEX03023824.1	NW_003727417.1	chrUn_AAEX03023824	AAEX03023824.1	AAEX03023824.1
AAEX03023825.1	NW_003727418.1	chrUn_AAEX03023825	AAEX03023825.1	AAEX03023825.1
AAEX03023826.1	NW_003727419.1	chrUn_AAEX03023826	AAEX03023826.1	AAEX03023826.1
AAEX03023827.1	NW_003727420.1	chrUn_AAEX03023827	AAEX03023827.1	AAEX03023827.1
AAEX03023828.1	NW_003727421.1	chrUn_AAEX03023828	AAEX03023828.1	AAEX03023828.1
AAEX03023829.1	NW_003727422.1	chrUn_AAEX03023829	AAEX03023829.1	AAEX03023829.1
AAEX03023830.1	NW_003727423.1	chrUn_AAEX03023830	AAEX03023830.1	AAEX03023830.1
AAEX03023831.1	NW_003727424.1	chrUn_AAEX03023831	AAEX03023831.1	AAEX03023831.1
AAEX03023832.1	NW_003727425.1	chrUn_AAEX03023832	AAEX03023832.1	AAEX03023832.1
AAEX03023836.1	NW_003727427.1	chrUn_AAEX03023836	AAEX03023836.1	AAEX03023836.1
AAEX03023837.1	NW_003727428.1	chrUn_AAEX03023837	AAEX03023837.1	AAEX03023837.1
AAEX03023840.1	NW_003727430.1	chrUn_AAEX03023840	AAEX03023840.1	AAEX03023840.1
AAEX03023841.1	NW_003727431.1	chrUn_AAEX03023841	AAEX03023841.1	AAEX03023841.1
AAEX03023842.1	NW_003727432.1	chrUn_AAEX03023842	AAEX03023842.1	AAEX03023842.1
AAEX03023847.1	NW_003727434.1	chrUn_AAEX03023847	AAEX03023847.1	AAEX03023847.1
AAEX03023848.1	NW_003727435.1	chrUn_AAEX03023848	AAEX03023848.1	AAEX03023848.1
AAEX03023849.1	NW_003727436.1	chrUn_AAEX03023849	AAEX03023849.1	AAEX03023849.1
AAEX03023850.1	NW_003727437.1	chrUn_AAEX03023850	AAEX03023850.1	AAEX03023850.1
AAEX03023856.1	NW_003727439.1	chrUn_AAEX03023856	AAEX03023856.1	AAEX03023856.1
AAEX03023857.1	NW_003727440.1	chrUn_AAEX03023857	AAEX03023857.1	AAEX03023857.1
AAEX03023858.1	NW_003727441.1	chrUn_AAEX03023858	AAEX03023858.1	AAEX03023858.1
AAEX03023859.1	NW_003727442.1	chrUn_AAEX03023859	AAEX03023859.1	AAEX03023859.1
AAEX03023864.1	NW_003727444.1	chrUn_AAEX03023864	AAEX03023864.1	AAEX03023864.1
AAEX03023872.1	NW_003727447.1	chrUn_AAEX03023872	AAEX03023872.1	AAEX03023872.1
AAEX03023873.1	NW_003727448.1	chrUn_AAEX03023873	AAEX03023873.1	AAEX03023873.1
